,id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,image_url,state,lat,long,posting_date
332767,7315927609,philadelphia,15000,2006.0,pontiac,soltice,like new,4 cylinders,gas,5500.0,clean,manual,rwd,compact,convertible,silver,https://images.craigslist.org/00Q0Q_jt95bJdXMUQz_0CI0t2_600x450.jpg,pa,39.9774,-75.3106,2021-05-02T16:59:31-0400
384664,7308673616,waco,6900,2003.0,lincoln,town car signature,excellent,8 cylinders,gas,76400.0,clean,automatic,rwd,full-size,sedan,white,https://images.craigslist.org/00q0q_fMlbEy1ZuMPz_0CI0t2_600x450.jpg,tx,31.781576,-97.578378,2021-04-18T07:25:37-0500
328539,7311484744,erie,9295,2011.0,gmc,terrain,good,4 cylinders,gas,135702.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/01010_4MQdWk9JqYaz_0cU09G_600x450.jpg,pa,41.445866,-79.694335,2021-04-23T14:35:58-0400
378229,7306474126,lubbock,1000,2002.0,nissan,xterra,good,6 cylinders,gas,163474.0,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/00t0t_gmFL41Mqp9Fz_0ak052_600x450.jpg,tx,33.562281,-101.856102,2021-04-13T19:39:50-0500
22779,7307514649,bakersfield,9300,2013.0,nissan,rogue,excellent,4 cylinders,gas,99000.0,clean,automatic,fwd,mid-size,SUV,grey,https://images.craigslist.org/00e0e_lKpOXOEJXwAz_0CI0lM_600x450.jpg,ca,35.3157,-119.0391,2021-04-15T18:00:12-0700
186486,7315468922,boston,6995,2011.0,toyota,rav4,good,4 cylinders,gas,205000.0,clean,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/00u0u_7vvznyaq2Q2z_0kE0fu_600x450.jpg,ma,42.30506,-71.05577,2021-05-01T15:54:12-0400
176497,7311292317,new orleans,7800,2008.0,honda,cr-v,like new,4 cylinders,gas,149000.0,clean,automatic,fwd,mid-size,SUV,silver,https://images.craigslist.org/00U0U_jImN1EUZ4JWz_0lM0t2_600x450.jpg,la,30.005044,-90.239983,2021-04-23T08:24:19-0500
292675,7314651214,cleveland,12500,2011.0,chevrolet,silverado,good,8 cylinders,gas,121000.0,clean,automatic,4wd,full-size,pickup,red,https://images.craigslist.org/00Y0Y_bbPxQTuIq0gz_0CI0t2_600x450.jpg,oh,41.477353,-81.44577,2021-04-29T22:17:57-0400
173239,7309726473,louisville,3995,2003.0,mercury,grand marquis,good,8 cylinders,gas,155114.0,clean,automatic,rwd,full-size,sedan,green,https://images.craigslist.org/00n0n_3DSSICjCtjdz_0CI0t2_600x450.jpg,ky,37.999443,-85.943706,2021-04-20T08:32:29-0400
363738,7316563471,austin,13500,1989.0,mercedes-benz,300 e,good,6 cylinders,gas,200000.0,clean,automatic,rwd,full-size,sedan,custom,https://images.craigslist.org/00T0T_ckqXOTs2jGnz_0CI0t2_600x450.jpg,tx,30.169321,-97.796259,2021-05-03T21:14:32-0500
212318,7315140409,fargo / moorhead,10500,2012.0,audi,a6,excellent,6 cylinders,gas,131710.0,clean,automatic,4wd,mid-size,sedan,grey,https://images.craigslist.org/01313_MFcMCoM0scz_05a03S_600x450.jpg,mn,46.281787,-96.078289,2021-04-30T20:44:42-0500
196330,7316493175,detroit metro,17500,2019.0,ford,escape,excellent,4 cylinders,gas,27500.0,clean,automatic,4wd,compact,SUV,white,https://images.craigslist.org/00v0v_i8jFnNj5bX5z_0CI0t2_600x450.jpg,mi,42.370586,-83.300109,2021-05-03T19:11:23-0400
259876,7315246356,albuquerque,3900,2003.0,honda,accord lx,good,4 cylinders,gas,151000.0,salvage,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00V0V_gy1F70LHPkaz_0CI0t2_600x450.jpg,nm,34.9946,-106.647,2021-05-01T07:12:54-0600
400026,7316603077,bellingham,8500,2006.0,chevrolet,express 3500,good,8 cylinders,diesel,218203.0,clean,automatic,rwd,full-size,van,white,https://images.craigslist.org/01111_74VxLkkwgkaz_0CI0t2_600x450.jpg,wa,48.6952,-122.4124,2021-05-03T22:27:15-0700
231798,7316530610,charlotte,3500,2006.0,nissan,alitma,excellent,4 cylinders,gas,164000.0,clean,automatic,rwd,mid-size,sedan,green,https://images.craigslist.org/00E0E_dsNQ6At68Pwz_0CI0t2_600x450.jpg,nc,35.216633,-80.850452,2021-05-03T20:37:41-0400
396573,7311732649,richmond,8795,2013.0,toyota,prius,excellent,4 cylinders,hybrid,137950.0,clean,automatic,fwd,mid-size,hatchback,black,https://images.craigslist.org/00606_47jJmbFdJSCz_0x20eS_600x450.jpg,va,38.2481,-77.4681,2021-04-24T00:31:45-0400
389595,7308710399,charlottesville,2500,2006.0,saturn,ion,excellent,4 cylinders,gas,152000.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/00N0N_c4YdWJXbaTnz_0yp0t2_600x450.jpg,va,38.0936,-78.5611,2021-04-18T10:09:30-0400
273468,7312836372,long island,8,1964.0,mercury,monterey,good,8 cylinders,gas,83000.0,clean,automatic,rwd,full-size,coupe,green,https://images.craigslist.org/00j0j_WBtxB4JdJTz_0ik0CI_600x450.jpg,ny,40.7509,-73.5278,2021-04-26T11:59:23-0400
105834,7314146672,orlando,5000,2006.0,volvo,v70 2.5t,excellent,5 cylinders,gas,198000.0,clean,automatic,fwd,mid-size,wagon,grey,https://images.craigslist.org/00N0N_9c8BocGE0Hzz_1320vC_600x450.jpg,fl,28.24807,-81.629116,2021-04-28T21:11:37-0400
187538,7314340036,boston,29995,2017.0,ford,expedition el xlt,excellent,6 cylinders,gas,99000.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00H0H_lLf5Y28lpOoz_0fu0bC_600x450.jpg,ma,42.690415,-71.433406,2021-04-29T11:48:37-0400
368598,7317038614,dallas / fort worth,8995,2012.0,ford,f-150,good,8 cylinders,gas,151000.0,clean,automatic,rwd,full-size,pickup,white,https://images.craigslist.org/00i0i_be6fDF503Yyz_0CI0t2_600x450.jpg,tx,32.812789,-96.921117,2021-05-04T19:31:09-0500
115680,7315153820,tallahassee,22000,1991.0,mercury,grand marquis,like new,8 cylinders,gas,29000.0,clean,automatic,rwd,full-size,wagon,grey,https://images.craigslist.org/00G0G_5syRx8FrKByz_0gl0t2_600x450.jpg,fl,30.566222,-84.098231,2021-04-30T22:34:50-0400
324314,7316287749,portland,17977,2011.0,nissan,titan,excellent,8 cylinders,gas,112073.0,clean,automatic,4wd,full-size,pickup,silver,https://images.craigslist.org/00g0g_qwdRSuGoI0z_09G07g_600x450.jpg,or,45.42225,-122.632908,2021-05-03T10:16:01-0700
171277,7314622001,lexington,6500,1996.0,chevrolet,corvette,good,8 cylinders,gas,164000.0,clean,automatic,rwd,full-size,convertible,red,https://images.craigslist.org/00606_xIu7O8I02rz_0CI0t2_600x450.jpg,ky,37.991984,-84.595829,2021-04-29T20:43:06-0400
221801,7314350144,springfield,14977,2016.0,nissan,rogue,excellent,4 cylinders,gas,42257.0,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/00B0B_jFoETa8GD1tz_0ak07K_600x450.jpg,mo,37.063686,-93.557097,2021-04-29T11:06:06-0500
425609,7316464402,wausau,34995,2013.0,chevrolet,silverado,excellent,8 cylinders,gas,49748.0,clean,automatic,4wd,full-size,pickup,white,https://images.craigslist.org/00z0z_fAxTy6o1aXBz_0CI0t2_600x450.jpg,wi,44.408744,-89.881897,2021-05-03T17:10:32-0500
321881,7316978200,portland,1000,2009.0,toyota,corolla,excellent,4 cylinders,gas,200113.0,clean,automatic,fwd,sub-compact,sedan,silver,https://images.craigslist.org/00b0b_2bRk0TzSD04z_0CI0t2_600x450.jpg,or,45.562159,-122.578418,2021-05-04T15:13:00-0700
332463,7316981781,philadelphia,4900,2005.0,subaru,outback ll bean h6 wgn,good,6 cylinders,gas,138688.0,clean,automatic,4wd,full-size,wagon,black,https://images.craigslist.org/00h0h_cFG4oQDyn3Cz_0CI0nc_600x450.jpg,pa,39.9375,-75.2637,2021-05-04T18:20:29-0400
295563,7315234691,columbus,3995,2003.0,pontiac,vibe,like new,4 cylinders,gas,190000.0,clean,automatic,fwd,mid-size,wagon,blue,https://images.craigslist.org/00202_cHI9GRueUmiz_0aw07O_600x450.jpg,oh,39.956037,-82.771275,2021-05-01T08:36:25-0400
231052,7304131315,asheville,6490,2011.0,chevrolet,impala,excellent,6 cylinders,gas,84548.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/01212_alJyrecrFtKz_1320MM_600x450.jpg,nc,35.5376,-82.7001,2021-04-09T10:24:46-0400
352227,7308664734,chattanooga,9995,2014.0,ford,cmax hybrid,excellent,4 cylinders,hybrid,74496.0,clean,automatic,fwd,mid-size,SUV,white,https://images.craigslist.org/00C0C_g0Ohk8TcMVUz_0oc0p0_600x450.jpg,tn,35.064111,-85.143056,2021-04-18T07:48:43-0400
64429,7314620972,stockton,25995,2017.0,audi,a3 prestige,excellent,4 cylinders,gas,59417.0,clean,automatic,fwd,mid-size,sedan,white,https://images.craigslist.org/01313_5ljlZqpeVtwz_0CI0t2_600x450.jpg,ca,38.020942,-121.301919,2021-04-29T17:40:24-0700
332573,7316662609,philadelphia,24000,1990.0,chevrolet,corvette zr-1,excellent,8 cylinders,gas,73500.0,clean,manual,rwd,compact,coupe,red,https://images.craigslist.org/00C0C_a7jEhbnBPC5z_0CI0t2_600x450.jpg,pa,39.9375,-75.2637,2021-05-04T09:10:17-0400
249060,7312148990,las vegas,3900,1999.0,toyota,avalon xls,good,6 cylinders,gas,145000.0,clean,automatic,fwd,mid-size,sedan,brown,https://images.craigslist.org/00V0V_9hfUEPvRvsBz_0CI0t2_600x450.jpg,nv,36.198468,-115.139937,2021-04-24T16:50:44-0700
104775,7315662297,orlando,6500,2010.0,hyundai,sonata gls,excellent,4 cylinders,gas,109123.0,clean,automatic,fwd,compact,sedan,blue,https://images.craigslist.org/00w0w_6aawttzMpU5z_0CI0t2_600x450.jpg,fl,28.289131,-81.353871,2021-05-02T03:14:16-0400
107936,7304425868,pensacola,3800,2011.0,chevrolet,impala,fair,6 cylinders,gas,172000.0,clean,automatic,4wd,full-size,sedan,white,https://images.craigslist.org/00N0N_hfAMi78VeUqz_0gj0t2_600x450.jpg,fl,30.4223,-87.2248,2021-04-09T17:29:18-0500
278988,7311551841,rochester,16800,2011.0,ford,f250 xlt super duty,excellent,8 cylinders,gas,65842.0,clean,automatic,rwd,full-size,pickup,red,https://images.craigslist.org/00N0N_kO0QsATMBkZz_0x20oM_600x450.jpg,ny,43.2566,-77.6652,2021-04-23T16:27:01-0400
139709,7312808223,champaign urbana,5500,2010.0,toyota,prius,excellent,4 cylinders,gas,185000.0,clean,automatic,fwd,full-size,sedan,red,https://images.craigslist.org/00q0q_jia7S3GRmmJz_0pO0jk_600x450.jpg,il,39.4869,-88.1761,2021-04-26T10:15:36-0500
15640,7313208633,tucson,23995,2015.0,subaru,wrx,excellent,4 cylinders,gas,40000.0,clean,manual,4wd,compact,sedan,grey,https://images.craigslist.org/01313_hGpqIc1HfuVz_0cU09G_600x450.jpg,az,32.25,-110.8869,2021-04-26T23:00:51-0700
130954,7316354254,boise,950,2013.0,chevrolet,sonic lt,good,4 cylinders,gas,91000.0,clean,manual,fwd,mid-size,sedan,silver,https://images.craigslist.org/00p0p_6cerOkFsfd8z_0dm0sU_600x450.jpg,id,43.625842,-116.237884,2021-05-03T12:58:43-0600
100345,7307749405,jacksonville,9995,2001.0,ford,f-150 xlt,like new,8 cylinders,gas,167899.0,clean,automatic,4wd,full-size,truck,red,https://images.craigslist.org/01111_i8chJV3WCnZz_0uY0ne_600x450.jpg,fl,29.0266,-81.3349,2021-04-16T12:08:28-0400
375171,7316161522,houston,3475,2005.0,toyota,corolla,excellent,4 cylinders,gas,151000.0,clean,automatic,fwd,mid-size,sedan,grey,https://images.craigslist.org/00T0T_4lgc0xNbuSbz_0lM0CI_600x450.jpg,tx,29.6228,-95.5678,2021-05-03T08:53:49-0500
83067,7312984994,eastern CT,5700,2006.0,ford,crown victoria,excellent,8 cylinders,gas,106000.0,clean,automatic,rwd,full-size,sedan,silver,https://images.craigslist.org/00303_ch27Tpxq4Idz_0CI0t2_600x450.jpg,ct,41.5224,-71.9934,2021-04-26T15:44:18-0400
146858,7316919572,"st louis, MO",4985,2005.0,toyota,sienna,good,6 cylinders,gas,193792.0,clean,automatic,fwd,full-size,mini-van,blue,https://images.craigslist.org/00h0h_9sugGzTxSZez_0gw0co_600x450.jpg,il,38.700982,-90.496883,2021-05-04T15:21:41-0500
187991,7313804410,boston,3750,2008.0,acura,tl,good,6 cylinders,gas,198950.0,clean,automatic,fwd,mid-size,sedan,black,https://images.craigslist.org/00J0J_iLgNZjCiUN7z_0lL0t2_600x450.jpg,ma,42.5009,-71.0685,2021-04-28T10:29:01-0400
16470,7311228496,tucson,7999,2005.0,mercedes-benz,benz c320,like new,6 cylinders,gas,99940.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00E0E_jCkiTRHPnM7z_0CI0pO_600x450.jpg,az,32.206798,-110.958687,2021-04-22T23:14:20-0700
262903,7313707893,santa fe / taos,4400,2001.0,mercedes-benz,benz c240,good,6 cylinders,gas,116600.0,clean,automatic,rwd,mid-size,sedan,red,https://images.craigslist.org/00m0m_6h8coWFNqonz_0t20CI_600x450.jpg,nm,36.3953,-105.5847,2021-04-27T23:25:07-0600
207719,7314629275,northern michigan,1750,2005.0,chevrolet,equinox ls,good,6 cylinders,gas,2018000.0,clean,automatic,4wd,mid-size,SUV,silver,https://images.craigslist.org/01515_4nrAQhRNiLzz_09i0gw_600x450.jpg,mi,44.673787,-85.686734,2021-04-29T21:04:07-0400
160536,7315274364,omaha / council bluffs,18985,2017.0,volkswagen,tiguan wolfsburg,excellent,4 cylinders,gas,38000.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/01414_7sYGWFbwOFOz_0CI0t2_600x450.jpg,ia,41.371899,-96.152653,2021-05-01T09:18:30-0500
157494,7311859400,des moines,24900,2016.0,dodge,grand caravan,good,6 cylinders,gas,63378.0,clean,automatic,fwd,full-size,van,black,https://images.craigslist.org/00Y0Y_ah4NMJG4HC6z_0kE0fu_600x450.jpg,ia,42.1898,-91.7758,2021-04-24T10:09:46-0500
370294,7315522809,dallas / fort worth,15995,2017.0,dodge,charger se,excellent,4 cylinders,gas,98000.0,rebuilt,automatic,rwd,full-size,sedan,black,https://images.craigslist.org/00P0P_eYBzGRJbomdz_0ne0hq_600x450.jpg,tx,32.739086,-97.108187,2021-05-01T16:41:06-0500
129640,7314521418,hawaii,16995,2019.0,ford,fiesta se,like new,4 cylinders,gas,21288.0,clean,automatic,fwd,compact,sedan,black,https://images.craigslist.org/00b0b_lCI2On7IiaAz_0CI0t2_600x450.jpg,hi,20.888182,-156.458917,2021-04-29T11:00:25-1000
340696,7307912091,williamsport,5295,2007.0,jeep,grand cherokee,excellent,6 cylinders,gas,186000.0,clean,automatic,4wd,mid-size,SUV,blue,https://images.craigslist.org/01010_8OL9a4oBcqKz_0CI0iP_600x450.jpg,pa,40.9044,-76.7908,2021-04-16T16:14:42-0400
121519,7316725216,atlanta,4500,2006.0,ford,five hundred limited,excellent,6 cylinders,gas,126000.0,clean,automatic,rwd,full-size,sedan,black,https://images.craigslist.org/00000_koZTlqTIiJxz_0fu07a_600x450.jpg,ga,33.5648,-84.5809,2021-05-04T11:10:44-0400
231932,7316192916,charlotte,19800,1996.0,ford,mustang,like new,8 cylinders,gas,25300.0,clean,manual,rwd,mid-size,coupe,red,https://images.craigslist.org/00g0g_2HFRtYe8Wwcz_0CI0t2_600x450.jpg,nc,35.4837,-80.9898,2021-05-03T10:50:31-0400
318761,7311512618,klamath falls,6999,2003.0,infiniti,g35 sedan,good,6 cylinders,gas,104650.0,clean,automatic,rwd,mid-size,sedan,silver,https://images.craigslist.org/01212_6XpjNilnOrZz_0ak07K_600x450.jpg,or,42.334497,-122.874143,2021-04-23T12:20:42-0700
220801,7303713320,joplin,0,2009.0,chevrolet,cobalt,excellent,4 cylinders,gas,185000.0,clean,automatic,fwd,mid-size,sedan,red,https://images.craigslist.org/00s0s_cTv2qlDmBBBz_0CI0lM_600x450.jpg,mo,37.083944,-94.471949,2021-04-08T11:59:45-0500
49991,7313135642,reno / tahoe,3950,2005.0,pontiac,g6 sedan,like new,6 cylinders,gas,200000.0,clean,automatic,fwd,mid-size,sedan,silver,https://images.craigslist.org/00U0U_gT41Q9JCy48z_0CI0t2_600x450.jpg,ca,39.527497,-119.776018,2021-04-26T17:45:45-0700
200647,7314812494,grand rapids,10500,2010.0,ford,flex limited awd,excellent,6 cylinders,gas,98000.0,clean,automatic,4wd,full-size,SUV,black,https://images.craigslist.org/00r0r_9gIIoPqYiiTz_0CI0t2_600x450.jpg,mi,42.868176,-85.863137,2021-04-30T11:11:57-0400
225663,7312989216,bozeman,17350,2013.0,lincoln,navigator,good,8 cylinders,gas,121485.0,clean,automatic,4wd,full-size,SUV,white,https://images.craigslist.org/00Q0Q_bm5yJWasEoDz_0ak07K_600x450.jpg,mt,45.77689,-111.178996,2021-04-26T13:51:26-0600
271044,7305682864,hudson valley,6500,2010.0,nissan,altima coupe,excellent,6 cylinders,gas,126000.0,clean,automatic,fwd,full-size,coupe,black,https://images.craigslist.org/00707_gLiFcY4nEIpz_0CI0t2_600x450.jpg,ny,41.595,-73.8876,2021-04-12T12:35:29-0400
271656,7307535650,ithaca,18999,2015.0,subaru,impreza 2.0i sport premiu,excellent,4 cylinders,gas,19431.0,clean,automatic,4wd,mid-size,hatchback,blue,https://images.craigslist.org/00505_42eLTNazWxuz_0CI0t2_600x450.jpg,ny,42.4406,-76.4966,2021-04-15T22:07:16-0400
190873,7308666811,western massachusetts,6995,2013.0,chevrolet,impala,good,6 cylinders,gas,119000.0,clean,automatic,fwd,full-size,sedan,silver,https://images.craigslist.org/00808_7L1j9Vrfjjfz_0CI0t2_600x450.jpg,ma,42.571524,-72.158539,2021-04-18T07:57:45-0400
399154,7311326491,southwest VA,29900,2014.0,ford,f-150,excellent,8 cylinders,gas,114000.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00N0N_2qwvHJGS49Pz_0kE0fu_600x450.jpg,va,36.277274,-80.339826,2021-04-23T10:28:47-0400
108164,7316309102,sarasota-bradenton,6900,2006.0,ford,f150 xlt,excellent,8 cylinders,gas,121000.0,clean,automatic,4wd,full-size,pickup,brown,https://images.craigslist.org/00A0A_amQE6REAXGNz_0Du0QE_600x450.jpg,fl,27.000867,-82.200737,2021-05-03T13:48:34-0400
172917,7311711896,louisville,16795,2009.0,toyota,tacoma,excellent,4 cylinders,gas,152696.0,clean,other,4wd,full-size,truck,blue,https://images.craigslist.org/00X0X_EFAOdVquEcz_0kE0fu_600x450.jpg,ky,38.159627,-85.697708,2021-04-23T22:49:40-0400
191897,7315929305,worcester / central MA,8999,2012.0,honda,civic,excellent,4 cylinders,hybrid,83500.0,clean,automatic,fwd,compact,sedan,grey,https://images.craigslist.org/00000_eG3xBSQmHvEz_0CI0t2_600x450.jpg,ma,42.270537,-71.663082,2021-05-02T17:02:40-0400
238700,7315472501,hickory / lenoir,51000,2016.0,nissan,titan xd,like new,8 cylinders,diesel,35101.0,clean,automatic,4wd,full-size,truck,white,https://images.craigslist.org/00G0G_cxoPDNoZ7dgz_0CI0im_600x450.jpg,nc,35.7155,-81.3772,2021-05-01T16:01:02-0400
91023,7313016043,"washington, DC",16990,2006.0,toyota,tundra sr5 4x4,excellent,8 cylinders,gas,92675.0,clean,automatic,4wd,full-size,truck,custom,https://images.craigslist.org/00202_zuiu4QcDHKz_0pO0jm_600x450.jpg,dc,38.9053,-77.0466,2021-04-26T16:36:42-0400
309750,7308055599,tulsa,8997,2007.0,ford,explorer sport trac,excellent,5 cylinders,gas,153898.0,clean,automatic,rwd,full-size,SUV,silver,https://images.craigslist.org/00q0q_8cE3aFTFV3yz_0kE0fu_600x450.jpg,ok,36.062162,-95.797464,2021-04-16T20:15:03-0500
190631,7310732604,western massachusetts,13800,2015.0,audi,q7 premium plus,excellent,6 cylinders,gas,144000.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/00W0W_itFSNGMzqrz_0CI0t2_600x450.jpg,ma,42.1027,-72.6157,2021-04-22T04:10:48-0400
279963,7304460062,rochester,32995,2021.0,chevrolet,camaro 1lt,like new,6 cylinders,gas,374.0,clean,automatic,rwd,mid-size,coupe,red,https://images.craigslist.org/00Q0Q_cIHMjjVL5Ixz_0ak07K_600x450.jpg,ny,43.218365,-77.758032,2021-04-09T19:45:08-0400
372366,7312152507,el paso,22500,2019.0,toyota,tacoma,excellent,4 cylinders,gas,11530.0,rebuilt,automatic,rwd,mid-size,pickup,silver,https://images.craigslist.org/00Z0Z_bj12uXZEI7dz_0CI0t2_600x450.jpg,tx,31.744491,-106.380887,2021-04-24T18:00:12-0600
270001,7315223351,hudson valley,3900,2006.0,honda,pilot,like new,6 cylinders,gas,240054.0,clean,automatic,4wd,full-size,SUV,blue,https://images.craigslist.org/00000_aRxWj9V06Mjz_0CI0t2_600x450.jpg,ny,41.6056,-73.988,2021-05-01T07:48:59-0400
258060,7308195681,south jersey,4995,2007.0,volvo,xc70,excellent,5 cylinders,gas,183000.0,clean,automatic,4wd,full-size,wagon,green,https://images.craigslist.org/00L0L_6G2QJVBSdhCz_0kE0dJ_600x450.jpg,nj,39.893674,-75.10263,2021-04-17T09:38:47-0400
26501,7314056265,fresno / madera,38500,2017.0,toyota,tacoma,excellent,6 cylinders,gas,34825.0,clean,automatic,rwd,mid-size,pickup,orange,https://images.craigslist.org/00303_jOuuBCAzwI3z_0CI0t2_600x450.jpg,ca,36.6207,-119.7308,2021-04-28T14:35:15-0700
14894,7314924593,tucson,4900,2008.0,toyota,camry,like new,4 cylinders,gas,181000.0,clean,automatic,fwd,mid-size,sedan,blue,https://images.craigslist.org/00505_iHQP9Fp9mFKz_0CI0t2_600x450.jpg,az,32.181,-110.819,2021-04-30T11:15:19-0700
321212,7311415567,oregon coast,999,2005.0,kia,sedona lx,excellent,6 cylinders,gas,194236.0,clean,automatic,fwd,full-size,mini-van,blue,https://images.craigslist.org/00101_jlzAXw9DEqdz_0CI0t2_600x450.jpg,or,44.046047,-122.976587,2021-04-23T09:50:48-0700
420813,7310834214,madison,12994,2015.0,ford,transit,like new,4 cylinders,gas,95410.0,clean,automatic,fwd,mid-size,van,silver,https://images.craigslist.org/00Z0Z_hJH24s6GL8Yz_0ak07K_600x450.jpg,wi,42.822477,-89.63007,2021-04-22T09:58:36-0500
319567,7313533651,medford-ashland,21500,2015.0,bmw,428i xdrive,good,4 cylinders,gas,50590.0,clean,automatic,4wd,compact,coupe,black,https://images.craigslist.org/00h0h_lnofJZ5F7Lfz_0CI0t2_600x450.jpg,or,42.217076,-122.734451,2021-04-27T13:51:27-0700
35962,7315843222,merced,0,2017.0,kia,sportage lx,excellent,4 cylinders,gas,122000.0,clean,automatic,fwd,full-size,SUV,blue,https://images.craigslist.org/00v0v_lMTxspEbruoz_0jm0jm_600x450.jpg,ca,37.702447,-121.072297,2021-05-02T11:12:52-0700
82811,7302586311,western slope,6495,2005.0,subaru,outback,fair,4 cylinders,gas,169641.0,rebuilt,manual,4wd,mid-size,wagon,blue,https://images.craigslist.org/00F0F_9BwEEBWChX9_0CI0t2_600x450.jpg,co,37.426997,-107.81373,2021-04-06T08:54:11-0600
197390,7315234725,detroit metro,3900,2009.0,jeep,patriot,good,4 cylinders,gas,207000.0,clean,automatic,4wd,full-size,SUV,grey,https://images.craigslist.org/01616_3fHfv8mQZlxz_0e70t2_600x450.jpg,mi,42.5648,-83.0701,2021-05-01T08:36:35-0400
153216,7304103878,indianapolis,199,2016.0,ford,taurus,like new,6 cylinders,gas,60045.0,clean,automatic,fwd,full-size,sedan,grey,https://images.craigslist.org/00C0C_8Gynd3MsmUOz_0ah06e_600x450.jpg,in,39.849,-86.272,2021-04-09T09:34:47-0400
